184,0,  what happened to angels and demons and lions and tigers and bears
185,0,  well that sure minimizes the impactlol
186,1,   i call dibs on the voltron arm no the leg wait where are my manners  
187,1,  i just saw ur mum
188,1,  and  get your fat asses on here nai
189,1,  see three external monitors on one laptop  win7rc  1 x 1920x1080 2 x 1280x1024
190,1,  facebookcomcopicmarker if you're cool or if you're not cool maybe i'll send some cool  
191,1,'   you want to start the morning later in new york we can do that  californians have it even better
192,1,   ~ lol luv it &gt&gt  did any1 find or c 1 a 
193,1,  is making fettucini and garlic bread
194,1,   tell  i said happy bday 
195,0,   i went to work once last year with no pants ironically that was my last day of work at that job fml 
196,1,   told you you would sweep haha p
197,0,  there r many gr8 science cartoons    
198,0,  edinburgh fringe is only 10 weeks away i need monies  btw i'm elliott from   blame  for the twitter intrusion
199,0,  why didnt you come to school have you done the short stack thing by yourself or do you still need me
200,0,  which one   or   latter for the us store only  iphone comics
201,0,  magic thinking less than 50 % chance hedo stays in orlando he's gonna go for the $$ they all do can't blame him though
202,0,  now who wud make this beautiful plc cry
203,0,   it is now the outer fat kid
204,1,  the servers are now backup if you experience any more problems then please let me know  sorry about the delay
205,1,  &quotyes i am lol jk luv this  &quotyou are like a gentle breeze that has blown throug â™« ~7s7mn
206,0,  se morrea a mi joseph no no se vale
207,1,   are my future rooooooooomies nyc holler
208,1,  i hope u have cheese burgers 4  lmbo
209,1,  awesome
210,1,  i am nothing of the kind and everything of the sort 
211,1,  &quotpick up some flowers for the teacher&quot i'm jealous i want flowers without having to be in the hospital to get them 
212,1,  think again   talvez seja do Ãªnfase na cifra mas atenÃ§Ã£o &quotsecurity is a chain it's as strong as the weakest link â€¦
213,0,  why is your youtube account suspended lol single ladies dance i need to watch it again
214,0,  i know sold out though 
215,1,   watch e3   will do 
216,1,  thanks k here's hoping pretty nervous though 
217,0,  should get on aim and talk to me i miss her
218,1,   1000 followers 
219,1,  i'll tell ya grocery store it was better when you blasted the oldies sugar ray does not make me 
220,0,  kashrut convo makes me want to keep more kosher but my roomies catholic &amp he has a pork loin in the fridge kosherfail
221,0,  isn't home neither is    u better have it
222,1,  yall bitches better wake up early to go to the la opera kay
223,0,   i'm immune to dentists' drills etc now it just doesn't bother me at all having gum lift surgery next week tho eek 
224,0,  where r u tonite im still awake
225,0,  hates bebot app
226,1,   congrats bhai but like the oldies in &gt used to say  arre bhai kuch kam ka 
227,1, 
228,1,  chilling on twitter via my spanking new blackberry w unlimited internet  
229,1,  so do you give him every inch of your love every night
230,1,  
231,1,'  maybe you can pop  a tweet they are quite active on twitter 
232,1,  it's a shame all the women in mamma mia are so horny since all the men on this island are so 
233,1,  thanks for letting me know i'm going to check out eureka later with this knowledge 
234,0,  what are u referring to
235,0, 
236,1,  what's up  hey you   i'm doing ok thx you  you too ttyl  oh sowwy lol
237,1,  happy mothers day
238,1,  i knew sharepoint was written by interns i just knew it  
239,0,                                     i miss her so much already
240,0,               just practisinghow i feel       
241,0,            miss my love jamie
242,0,          fuck you
243,0,        my head feels like a bowling ball
244,0,        my heart hurts badly
245,0,       fs keeps crashing when i try to load bungie plane
246,0,      my current headset is on its deathbed now  my dad gave it to me just 3 weeks back    
247,0,         my mood is currently blah  sitting in a parking lot
248,1,     i am happy     
249,0,    that is all
250,0,    everyone went home and not everyone was even here ~cmf &lt3
251,0,    fed up
252,0,    fuck fuck fuuuuck
253,0,    not feeling it today     and to make matters worst its super nasty and rainy outside yuck
254,0,   
255,0,   awwwwwh  i wanted aiden davis 2 win i &lt3 him so bummed he didnt 
256,0,   bed time now
257,1,   faltam 4 dias para o world drawing day
258,0,   friends like these  no thanks i'm not fake ^ ^
259,1,   haha omg stayin steezy &amp mowin the lawn loviie still here &amp&amp goiing tanning soon
260,0,   i think my bf is cheating on me     
261,1,   i wanna play with my camera but i will settle for playing with iv's and heart monitors
262,0,   i want an octo drive
263,0,   i want to display my pretty voltron  upside i get two pretty voltrons
264,0,   i want to find a way to put my photos on phone here i have bluetooth in both phone and computer but it doesn't work
265,0,   in an effort to bring you the best content we just added at lease 30 hours to the release of the digital rapture  soon hang tight
266,0,   is our response to what happened today and that is all
267,0,   j you are right it hurts
268,0,   kinda but not really but kinda 
269,0,   let's have a moment of silence for our childhood homes sadly it can't be replaced and we can never go back
270,1,   lol all these robotpickuplines are hilarious 
271,1,   man oh man     i should punch myself in the head but im ok with that
272,1,   my friends can get with ur friends and we can all b friends shit we could do this every weeknd aiigght  with coop n the crew
273,0,   no man is worth your tears and the one that is won't make you cry
274,0,   rain rain go away
275,0,   storms are scary
276,1,   such a beautiful satisfying day of bargain shopping loves it
277,0,   tell those girls your clocking out lol
278,1,   thank god today is friday  i love ti ti &lt3
279,0,   the batt to my internet connection died  guess its back to the mobile
280,1,   thrilled about being at work this morning   
281,1,   we break dance not hearts by short stack is my ringtone i love that song
282,0,   wwwapplecomiphone now has it for the 18th   
283,0,  squarespace trackle  no apple iphone card for us  maybe tomorrow i guess it helps if you tweet it huh  we forgot 
284,0,  unsure  hassle    music 
285,0,                                           exhausted
286,0,          i want some ben&ampjerrys cake batter please ugh
287,1,          my life is very lazzzzyyyy            
288,0,        wish ella was on or somebody
289,1,       ish in a good mood tlk to me
290,0,      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean
291,0,      what the hell bbc
292,0,     canucks
293,0,     i dont like this weekend huhuhu  
294,0,     i'll get on it right away
295,1,     j + a made nice twice                     for now 
296,1,     loves life atm   its brilliant xd
297,1,     who else is in a happy mood d
298,1,    bye everyone   
299,0,    lonely night
300,0,    blue does not work      
301,0,    geez i'm feeling their pain
302,0,    i miss my summertime daley
303,0,    on the computer        ill    lol       no fuckin goin to portugal        
304,1,    so far so good
305,1,    today was a great day
306,0,    ughhhhhhhhhhhhhhhhhhhhhhhhhhhhh
307,0,   battleground
308,1,   a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot
309,0,   awwwwwh  i wanted aiden davis 2 win  i &lt3 him so bummed he didnt 
310,0,   curtain drops at the crown uptown after 32 ye 
311,0,   eh  must leave new mexico and soon
312,0,   fail maths  i knew it i was just too slow 
313,0,   from gongwer oh report sounds like leadership still considering library cuts not considering tax increases saveohiolibraries
314,0,   fuck sake why can things never work out for me
315,0,   going in town todaÑ‡ with mÑ‡ cousinnn Ñ‡     netball match was cancelledd 
316,0,   hoping to see my baby girl
317,0,   i don't even know
318,0,   i just lost a member of my family 
319,0,   i'm sick of bedtime battles   
320,0,   i'm so cold this morning       i have chills all over   
321,0,   just 
322,0,   no no no tonight goes on the books as the worst sytycd results show
323,0,   no shopping   
324,0,   poor lil mousey just out enjoying the sunny day i don't think i'd feel so bad if it was a big gnarly rat though dbl standard yep
325,0,   that's an epic sad face
326,0,   this magazine story just broke my heart at the dentist's office today  
327,1,   tiger woods is up by 2at 18 via 
328,0,   wanna go meet wifey but can't  this sux   '
329,0,   wondering why i feel like i doi'll feel better thoughits all good i'll be happy inspite oftweet ya lata 
330,1,   yippeeeee yay lets gather in the hayhis love found it's way+ boyit's gonna stay added 2 the master's holy way all his will+way
331,0,  iranelection  no one realizes how deep this goes
332,0,  &gt bodies from air france crash have been found   via  
333,0,  &lt that is the story of my life a whole bunch of frownies
334,0,               i have noooooooooo friends on twitter it makes me sad will someone follow me      
335,0,             i just want to hear from you i guess that's asking too much
336,1,       hardest working chica i know mii boss lady  look up to her seriously lol
337,0,       i really2 don't like this condition sucksssssss
338,0,       orlando lost  the series oh well maybe phoenix or boston or cleveland the teams i like will make it next year
339,0,      rinitis sucks
340,1,      thanks for being the bestttttttttttttttttttt jdawg
341,0,     &gt &gt  i'm mad and sad right now played so terrible today in both soccer and basketball
342,0,     &lt but mustache man is not that desperate
343,0,     &lt my face because i'm missing zoro tonight
344,0,      i know huh  im bout to  thanks marco muah
345,0,     angry
346,1,     praise god for this beautiful day     
347,0,     sry matt 2 hear that 
348,0,     what the fucccckkkkkkkkkk
349,0,    bye world
350,0,    i couldnt even have one fairytale night
351,0,    i'll be working when pottercastlupinswillows come near me  fail
352,0,    my cell phone screen is dead  sooooooooooo no texts and i don't know who's calling  fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck
353,0,    no more sickness strike i say strike ohhhh well 'nother day off school i guess
354,0,    nobody likes year one in the reviews i've read i'm disappointed but maybe now i'll like it more since i'm not expecting much
355,0,   must i say more
356,0,   old me's dead and gone
357,0,    have to go now  13 more minutes    please please please
358,1,    i love you guyssss those rings mmmyeahh bling blingg
359,1,    chance is boo 29
360,1,     thank you very much for the dvd suggestion  very nice of you  looks good
361,0,   awwwww i really hate this
362,0,   bad day
363,0,   bad daydamn you  what kind of ticket sale was that
364,0,   boston globe could be shut down in 60 days 
365,0,   bye guys i'ma miss ya'll sooo sooo much but don't worry i'll be back on monday have an awesome weekend peace
366,0,   can i have some followers '   i'm so sad    now that i'm losing hope pressure
367,0,   couldn't bless'd da mic w my bra's in music 2day   
368,0,   cry cry cry   
369,0,   fkn day
370,0,   goodnight   
371,0,   grandma is very sick not doing well going to the emergency room
372,1,   had a wonderful day  gd is grrrrrrrrreat     
373,0,   i am going to shed tears if the cavs have to go home tonight like seriously
374,0,   i am soooo sadat this point of night i'd be cuddling with jonathan like i did for 4 years
375,0,   i hate you forever
376,1,   i have passed 70542 exam today   
377,0,   i missed it
378,0,   i still feel like a douchebag
379,1,   i want to write a song i think i will
380,1,  always thought time estimates should use 'value of pi rule' x 314 only exception being 'pi squared rule' 
381,1,  creativity via twitter 
382,1,  you tease i wanna hear the tracks 
383,0,  never answering my im's
384,1,    15 traveltips 4 student safety in roughplaces
385,0,  it's now fathers day and you haven't picked meyet i kind of want to incessantly bother yousquarespace
386,1,  what is 'fml'
387,1,  &quotgotta love blipfm  john mayer trio  california dreamin' as heard on conan 06042009  â™« ~7qdf0
388,1,  ~ just in case you need some help w that  
389,1,   im sure he'd love that lol
390,1,  on &quotkarl lagerfeld&quot 's twitter profiles lol  heart the first pic 
391,0,  is no longer in the cab to say i'm heartbroken is an understatement good luck with everything you're amazing ian
392,0,  broke my twitter
393,0,  is off clubbing must come over to sheffield sometime &amp party but really probably shouldn't atm a tech conference is a conf etc
394,1,  my avatar can't figure out what you people are either 
395,0,  is fulfilling my life's ambition 2 go 2 a jonas brothers concert + i went 2 hmv and the new album is already sold out why me
396,1,  what happened to movies anyway it's like hollywood forgot in rough times the public wants to see 
397,0,  just yelled at me for picking apple store over food
398,1,  &quotwhoops credit is due to     &quot  ~7d4pk
399,1, &gt how not to exit a cessna 206 skydiving 
400,0, 1 of me cats kittens died only 3 days old toorip ming
401,0, 1 week before the palm pre comes out and my centro dies i have a temp phone but my contacts aren't transfered yet sadpanda fb
402,1, 20 chicken mcnuggets 2 double cheeseburgers large fries and a lemonade for dinner why you may ask because i hate my body 
403,0, 3 hrs on da phonelol dude is hilarious
404,1, 400th tweet  breakfast everything bagel toasted wcream cheese with an iced cap delish 
405,0, 5 gb of video to upload to utube o dam sony vegas making it so big 
406,0, 50% of the new footwear labeling norm is definitions that are never referred to in the document who wrote this up
407,0, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
408,1, a blessed sunday everyone
409,0, a couple years of sickness all piled up to this one day 
410,1, a dog riding the bicycle 
411,0, a fly just landed in my green chile stew i've never been big on killing bugs but this asshole asked for it there goes my appetite
412,1, a problem shared is a buck passed
413,0, a just got the same handshake in her meeting vibe here sucks
414,1, à¸”à¸¹à¹à¸šà¹„à¸•à¹‹ hitech
415,0,  jonahwhats a tweet sharon
416,0,  alice is beating be at my scooby doo board game
417,1,  am quite tired can't wait till wwe at burswood &lt3
418,0,  anyone have any advice on how to cope with a break up
419,0,  arrrrrrrgggggggghhhhhhhh  that's it all lines of communications are temporarily suspended 
420,1,  awake and ready for the day 
421,1,  being nasty in the studio with my woman  go sleepies
422,0,  but i understand
423,0,  cars being inspected today gonna cost me over 600 dollars 
424,0,  e is out
425,0,  everythings wrong
426,0,  exercise 2 build muscle mass is only thing that speeds metabolism 
427,1,  feeling ok for the first time in a few days thank you
428,1,  found a new way to text him yey
429,0,  friends dying is just horrible
430,1,  going for a paddle 2moz 
431,1,  good nite  i hope grandma visits my dreams again tonight  last night was uplifting  i miss her
432,1,  goodbassplayer that is funny   oilipo i hope the people that will bring us good things are started early this week 
433,0,  he was the best there
434,0,  hungover and craving chocolate omg how funny was the pub last night lol
435,0,  i dont want my sister to leave me for the whole summer
436,0,  i hope everyone is at church so i can just go to my concert in peace on wed  dont have to worry about rushing back to church to visit
437,0,  i just spilt the last of my jordans cereal on the floor iâ€™m distraught 
438,0,  i miss my family and friends
439,0,  i see i missed the nectar sucking dirty talk 
440,0,  i want a freaking puppy now a cute little black yorkshire terrier
441,0,  i want irissa back 
442,0,  i'm glad diversity got throughbut what about stavros  
443,1,  i'm here to tell ya  very yummy  decided to go on a hunt for blender drinks  know any good ones
444,0,  i'm out of nutella  
445,0,  is it rlly tht serious i'm abt to go thru my fonebook
446,1,  is listenin to my new fav band more amor
447,0,  it is on environmental studies and driving me mental
448,0,  i've always seen bits &amp pieces of shottas now i've seen the whole movieit ends sooooo sad   i'm gonna cry  
449,1,  just another day in paradise 
450,0,  just found a bone in my chicken nugget    not cool
451,0,  like i said my back still fucking hurts and iâ€™m going to complain about it like no oneâ€™s business 
452,1,  love you &lt333
453,0,  my aunties dog is getting put down  hes my dogs brother aswell 
454,0,  my head feels like its going to explode  mmm what a horrendous image the mess
455,0,  my head is killing meee
456,0,  my name is amy iï¿½m only three my eyes are swollen i cannot see i must be stupid i must be bad what 
457,0,  my picture with kris karmada is gone forever its not in my comments on my mysapce or on my 
458,0, Â«confirmed missing air france flight 447 has crashed in the atlanticÂ» 
459,0, about 14 of my myspace comments are gone cause someone hacked onto wills account and kept abusing others so he had to delete it
460,0, about school it will all be over soon can't wait to celebrate            stres till then
461,1, about to pop in a movie &amp chill a bit get it innnnn call n text 
462,1, about to swim 
463,0, abt missing air france plane follow here for best air news source  
464,0, afi are not at reading til sunday this sucks 
465,0, after a crap night was looking forward to being cheered up but no never mind
466,0, ah the postman didn't have my package what am i goon to do for the rest of the day
467,1, ahh school on monday not ready
468,1, ahhh drizzy mr rogers you are indeed the best
469,0, airport express doesn't rock enough to allow wireless scanning with the canon pixma mx310 but otherwise it's wireless goodness
470,0, alistair's friends are all in the kitchen and i'm in my pjsi just want a cup of tea dammit
471,0, all day no play
472,0, all dressed up and no bicyclist for monday nite ride n henderson ky 
473,0, all i want is my ma in my arms  that's all i want is you in my arms
474,0, all my friends are gone haley n katie @ camp paris @ moms landin n ayonna @ aunts n moms im so bored
475,0, all nighter yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks cannot wait to graduate
476,1, all the small things
477,0, all those nonrobsten posts are making me sad i mean i knew that but to see it from others in words so sad
478,0, allison didnt win she should have
479,0, almost time to leave
480,0, already getting sleepyi really want to get my psych quizzes done tonight
481,1, always a nice thing to wake up to yay p gosh i'm such a typical lame overanalyzing teenager lmao   had a nice nap
482,1, am excited
483,1, am feelin very happy 
484,1, am i feeding the pig'
485,0, am i losing my mind cause i wanna see mytc on tv right now this min fu2 i want 2see candygirls not daisy dammit 
486,0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me typical ugh
487,1, an alarm clock is a device for waking up people who do not have small children  
488,0, and how can you mend a broken heart   â™« ~8k7kl
489,0, and i think that's why i felt really sick and depressed in school today cuz of all the stress i'm glad i got that off my chest 
490,0, and i was just starting to get confident in myself you have torn me down
491,1, anoronreedcourtyoperaunitecomwebservercontent homesch alternatÃ­va 
492,0, another 45 mins
493,0, another early day
494,0, another father's day weekend i don't get to spend with my dad
495,1, another friday night of rock band
496,0, anticipating a tough day ahead
497,0, anyone know if ghostbusters is region free on 360 and where to get a us copy in britain if it is
498,1,   d a million making a difference i can't help but to believe i came in believing &amp i will leave believing god is
499,0,  ove&lt33
500,0,  630what's wrong wit it
501,0,  alergic nose itchy and eyes burning hope it's getting better soon
502,0,  and they keep on coming   xox
503,0,  another expensive weekend trip to the vet
504,0,  are there any parties tonight im hella bored at home and its seems like everyone is busy lammmmeee
505,0,  but chilli prawns will make the pain better
506,0,  daughter's beloved diabetic dwarf hamster died in her hands this morningall creatures are worthy of love â™¥
507,0,  dd has pinkeyenot fun
508,0,  farrah fawcett dies of cancer at 62  abc news  via 
509,0,  feeling hopeless and useless
510,0,  forgot my lunch at home
511,0,  general motors sold hummer s s
512,1,  good morning all have a great day
513,0,  goodnight
514,0,  gooood night   must prepare for tomorrows meeting now
515,0,  great im bored at the moment and just have no idea on what to do  missing boyfie too damn iâ€™m 
516,1,  having a luvly day 
517,1,  he is so hot 
518,1,  hmm what to do
519,0,   five guys locations closed after visit from &ltem&gtinside edition&ltem&gt's 'rat patrol' 
520,0,  i am actually crying now because of sore throat
521,0,  i feel irresponsible and sort of horrible marshmallows unless otherwise stated have gelatin fuck 
522,0,  i miss my brother i worry about him
523,0,  i need to think of something else first 
524,0,  i wanted julian to win
525,1,  iowa no 2 in happy yea
526,0,  jus got some bad news
527,1,  just got home
528,0,  just mean
529,1,  just saw sink into me the whole video on kerrang ive seen it before loads but its so much better on tv
530,0,  limp bizkit  rollin' songstuckinmyheadwheniwokeup
531,0,  ''love save the empty''
532,0,  my camera broke 
533,1,  my mom is the funniest person ever  
534,0,  my parents left
535,0,  nadal is out @ french open  now to my backup  go andy roddick
536,0,  no ass beatings checked out playhouse in baltimore this weekend as well  feeling quite rested and a bit out of sorts
537,0,  nothing
538,0,  ok we'll talk about your boyfriends and stuff tomorrow  lmao and we'll talk for real soon too wooo hehe ilysfm doodle xxxx
539,1,  pie seems to have quite a good appetite now
540,0,  server problems  motivating me to change hosting providers though fb
541,0,  shakes head
542,0,  shock loss to sparksbummer  had a great game but shock too many injuries to start the seasonrematch monday
543,0,  some asshole got a hold of my email and signed me up for all this spam mail  ughhhhit's non stop  anyone have a spam blocker
544,0,  someone just said ast least your pretty   thanks but but being pretty gets you nowhere you have to much integrity 
545,0,  myspace people  can get really angry if i don't answer them right away ja
546,0,  never get any photo comments on m space and more
547,1,  nhl penguins 1 red wings 3  final  red wings lead series 10  for stats stars and more visit 
548,0,  no tickets in germany for the miley cyrus tour 
549,0,  photo shoot rained out  oh well back to post
